timestamp,needle_mm,volume_mm3,impulse_uNs,drop_id,integral,peak,width,rise,fall,raw_line
2026-06-11T18:22:48.391,1.20,30.075,51.59,88,1475055,1998,118,74,43,"EVT,88,1475055,1998,118,74,43"
2026-06-11T18:22:49.942,1.20,30.075,51.59,89,1466667,2159,118,74,43,"EVT,89,1466667,2159,118,74,43"
2026-06-11T18:22:51.588,1.20,30.075,51.59,90,1374882,1771,117,16,100,"EVT,90,1374882,1771,117,16,100"
2026-06-11T18:22:53.189,1.20,30.075,51.59,91,1438450,1945,117,73,43,"EVT,91,1438450,1945,117,73,43"
2026-06-11T18:22:54.673,1.20,30.075,51.59,92,1176447,1719,118,74,43,"EVT,92,1176447,1719,118,74,43"
2026-06-11T18:22:56.186,1.20,30.075,51.59,93,1381363,1882,117,74,42,"EVT,93,1381363,1882,117,74,42"
2026-06-11T18:22:57.741,1.20,30.075,51.59,94,1394964,1844,117,71,45,"EVT,94,1394964,1844,117,71,45"
2026-06-11T18:22:59.254,1.20,30.075,51.59,95,1433424,2065,116,73,42,"EVT,95,1433424,2065,116,73,42"
2026-06-11T18:23:00.763,1.20,30.075,51.59,96,1398980,2011,118,73,44,"EVT,96,1398980,2011,118,73,44"
2026-06-11T18:23:02.259,1.20,30.075,51.59,97,1339789,1797,117,74,42,"EVT,97,1339789,1797,117,74,42"
2026-06-11T18:23:03.736,1.20,30.075,51.59,98,1368445,1902,114,71,42,"EVT,98,1368445,1902,114,71,42"
2026-06-11T18:23:05.188,1.20,30.075,51.59,99,1432364,2096,113,71,41,"EVT,99,1432364,2096,113,71,41"
2026-06-11T18:23:05.427,1.20,30.075,51.59,100,1212036,1805,109,68,40,"EVT,100,1212036,1805,109,68,40"
2026-06-11T18:23:06.845,1.20,30.075,51.59,101,1563410,2116,126,79,46,"EVT,101,1563410,2116,126,79,46"
2026-06-11T18:23:09.868,1.20,30.075,51.59,102,1627707,2314,125,81,43,"EVT,102,1627707,2314,125,81,43"
2026-06-11T18:23:11.337,1.20,30.075,51.59,103,1217345,1755,109,12,96,"EVT,103,1217345,1755,109,12,96"
2026-06-11T18:23:12.818,1.20,30.075,51.59,104,1164708,1647,110,65,44,"EVT,104,1164708,1647,110,65,44"
2026-06-11T18:23:14.342,1.20,30.075,51.59,105,1496372,1924,126,78,47,"EVT,105,1496372,1924,126,78,47"
2026-06-11T18:23:15.875,1.20,30.075,51.59,106,1366860,1776,115,15,99,"EVT,106,1366860,1776,115,15,99"
2026-06-11T18:23:17.358,1.20,30.075,51.59,107,909644,1688,82,66,15,"EVT,107,909644,1688,82,66,15"
2026-06-11T18:23:18.837,1.20,30.075,51.59,108,1276553,1845,112,41,70,"EVT,108,1276553,1845,112,41,70"
2026-06-11T18:23:20.359,1.20,30.075,51.59,109,972699,1902,81,65,15,"EVT,109,972699,1902,81,65,15"
2026-06-11T18:23:21.832,1.20,30.075,51.59,110,1147396,1718,107,65,41,"EVT,110,1147396,1718,107,65,41"
2026-06-11T18:23:23.318,1.20,30.075,51.59,111,1730825,2315,126,25,100,"EVT,111,1730825,2315,126,25,100"
2026-06-11T18:23:26.244,1.20,30.075,51.59,112,1351782,1737,114,67,46,"EVT,112,1351782,1737,114,67,46"
2026-06-11T18:23:27.694,1.20,30.075,51.59,113,904347,1820,82,67,14,"EVT,113,904347,1820,82,67,14"
2026-06-11T18:23:29.146,1.20,30.075,51.59,114,1292162,1720,114,16,97,"EVT,114,1292162,1720,114,16,97"
2026-06-11T18:23:29.383,1.20,30.075,51.59,115,1080053,1549,109,66,42,"EVT,115,1080053,1549,109,66,42"
2026-06-11T18:23:30.755,1.20,30.075,51.59,116,1593923,1915,126,76,49,"EVT,116,1593923,1915,126,76,49"
2026-06-11T18:23:32.158,1.20,30.075,51.59,117,1538059,2030,126,79,46,"EVT,117,1538059,2030,126,79,46"
2026-06-11T18:23:33.771,1.20,30.075,51.59,118,1380974,1685,114,69,44,"EVT,118,1380974,1685,114,69,44"
2026-06-11T18:23:35.375,1.20,30.075,51.59,119,1132650,1721,109,65,43,"EVT,119,1132650,1721,109,65,43"
2026-06-11T18:23:36.912,1.20,30.075,51.59,120,1413353,1726,114,67,46,"EVT,120,1413353,1726,114,67,46"
2026-06-11T18:23:38.481,1.20,30.075,51.59,121,1430000,1859,115,68,46,"EVT,121,1430000,1859,115,68,46"
2026-06-11T18:23:39.965,1.20,30.075,51.59,122,1604138,1969,126,78,47,"EVT,122,1604138,1969,126,78,47"
2026-06-11T18:23:41.415,1.20,30.075,51.59,123,1346141,1848,113,69,43,"EVT,123,1346141,1848,113,69,43"
2026-06-11T18:23:42.896,1.20,30.075,51.59,124,1041739,1473,108,64,43,"EVT,124,1041739,1473,108,64,43"
2026-06-11T18:23:47.375,1.20,30.075,51.59,125,1354072,1771,115,69,45,"EVT,125,1354072,1771,115,69,45"
2026-06-11T18:23:48.854,1.20,30.075,51.59,126,926736,1821,81,66,14,"EVT,126,926736,1821,81,66,14"
2026-06-11T18:23:50.318,1.20,30.075,51.59,127,1328055,1788,115,68,46,"EVT,127,1328055,1788,115,68,46"
