timestamp,needle_mm,volume_mm3,impulse_uNs,drop_id,integral,peak,width,rise,fall,raw_line
2026-06-11T18:18:26.811,2.00,38.461,65.98,4,2294623,3164,118,17,100,"EVT,4,2294623,3164,118,17,100"
2026-06-11T18:18:29.772,2.00,38.461,65.98,5,2399218,3333,117,16,100,"EVT,5,2399218,3333,117,16,100"
2026-06-11T18:18:31.297,2.00,38.461,65.98,6,2426843,3282,126,53,72,"EVT,6,2426843,3282,126,53,72"
2026-06-11T18:18:34.432,2.00,38.461,65.98,7,2008995,2929,113,13,99,"EVT,7,2008995,2929,113,13,99"
2026-06-11T18:18:35.889,2.00,38.461,65.98,8,2482017,3308,126,25,100,"EVT,8,2482017,3308,126,25,100"
2026-06-11T18:18:37.639,2.00,38.461,65.98,9,2117060,3108,113,13,99,"EVT,9,2117060,3108,113,13,99"
2026-06-11T18:18:40.373,2.00,38.461,65.98,10,2123113,3113,112,14,97,"EVT,10,2123113,3113,112,14,97"
2026-06-11T18:18:41.833,2.00,38.461,65.98,11,2312161,3366,115,16,98,"EVT,11,2312161,3366,115,16,98"
2026-06-11T18:18:44.883,2.00,38.461,65.98,12,2254684,3260,113,15,97,"EVT,12,2254684,3260,113,15,97"
2026-06-11T18:18:46.398,2.00,38.461,65.98,13,2403308,3354,125,25,99,"EVT,13,2403308,3354,125,25,99"
2026-06-11T18:18:48.096,2.00,38.461,65.98,14,2383971,3311,119,20,98,"EVT,14,2383971,3311,119,20,98"
2026-06-11T18:18:50.873,2.00,38.461,65.98,15,1983802,2918,110,13,96,"EVT,15,1983802,2918,110,13,96"
2026-06-11T18:18:52.556,2.00,38.461,65.98,16,2152288,3237,112,16,95,"EVT,16,2152288,3237,112,16,95"
2026-06-11T18:18:55.514,2.00,38.461,65.98,17,2463921,3463,122,25,96,"EVT,17,2463921,3463,122,25,96"
2026-06-11T18:18:57.116,2.00,38.461,65.98,18,2186608,3124,111,14,96,"EVT,18,2186608,3124,111,14,96"
2026-06-11T18:18:58.861,2.00,38.461,65.98,19,2423751,3429,123,25,97,"EVT,19,2423751,3429,123,25,97"
2026-06-11T18:19:01.720,2.00,38.461,65.98,20,2209212,3152,114,16,97,"EVT,20,2209212,3152,114,16,97"
2026-06-11T18:19:03.204,2.00,38.461,65.98,21,2183635,3262,110,13,96,"EVT,21,2183635,3262,110,13,96"
2026-06-11T18:19:06.113,2.00,38.461,65.98,22,2423757,3352,126,25,100,"EVT,22,2423757,3352,126,25,100"
2026-06-11T18:19:07.744,2.00,38.461,65.98,23,2378730,3315,124,25,98,"EVT,23,2378730,3315,124,25,98"
2026-06-11T18:19:09.492,2.00,38.461,65.98,24,2232521,3260,112,14,97,"EVT,24,2232521,3260,112,14,97"
2026-06-11T18:19:12.528,2.00,38.461,65.98,25,2182547,3173,112,14,97,"EVT,25,2182547,3173,112,14,97"
2026-06-11T18:19:13.975,2.00,38.461,65.98,26,2214481,3313,112,15,96,"EVT,26,2214481,3313,112,15,96"
2026-06-11T18:19:16.906,2.00,38.461,65.98,27,2020869,3080,109,14,94,"EVT,27,2020869,3080,109,14,94"
2026-06-11T18:19:18.378,2.00,38.461,65.98,28,2166047,3158,111,14,96,"EVT,28,2166047,3158,111,14,96"
2026-06-11T18:19:20.009,2.00,38.461,65.98,29,2466217,3407,126,25,100,"EVT,29,2466217,3407,126,25,100"
2026-06-11T18:19:22.857,2.00,38.461,65.98,30,2226518,3305,112,15,96,"EVT,30,2226518,3305,112,15,96"
2026-06-11T18:19:24.470,2.00,38.461,65.98,31,2186022,3260,110,14,95,"EVT,31,2186022,3260,110,14,95"
2026-06-11T18:19:26.151,2.00,38.461,65.98,32,2353989,3386,126,25,100,"EVT,32,2353989,3386,126,25,100"
2026-06-11T18:19:29.253,2.00,38.461,65.98,33,2243374,3382,112,16,95,"EVT,33,2243374,3382,112,16,95"
2026-06-11T18:19:30.728,2.00,38.461,65.98,34,2111791,3177,109,14,94,"EVT,34,2111791,3177,109,14,94"
2026-06-11T18:19:32.278,2.00,38.461,65.98,35,2232255,3349,111,14,96,"EVT,35,2232255,3349,111,14,96"
2026-06-11T18:19:35.358,2.00,38.461,65.98,36,2251542,3350,112,15,96,"EVT,36,2251542,3350,112,15,96"
2026-06-11T18:19:36.854,2.00,38.461,65.98,37,2243120,3316,110,14,95,"EVT,37,2243120,3316,110,14,95"
2026-06-11T18:19:39.824,2.00,38.461,65.98,38,2445526,3528,124,25,98,"EVT,38,2445526,3528,124,25,98"
2026-06-11T18:19:41.282,2.00,38.461,65.98,39,2089317,3211,110,14,95,"EVT,39,2089317,3211,110,14,95"
2026-06-11T18:19:42.973,2.00,38.461,65.98,40,2487015,3472,126,25,100,"EVT,40,2487015,3472,126,25,100"
2026-06-11T18:19:46.009,2.00,38.461,65.98,41,2159379,3005,112,15,96,"EVT,41,2159379,3005,112,15,96"
2026-06-11T18:19:47.637,2.00,38.461,65.98,42,2087935,3248,107,13,93,"EVT,42,2087935,3248,107,13,93"
2026-06-11T18:19:49.236,2.00,38.461,65.98,43,2084393,3235,110,15,94,"EVT,43,2084393,3235,110,15,94"
